review_id,listing_id,number_of_reviews,review_scores_rating
7349,1252525615867144625,0,
7350,1321047619655415475,7,4.71
7351,1016522231110625527,0,
7352,1667223447563112876,2,5.0
7353,959717201360013288,8,4.0
7354,965304618416031457,23,4.43
7355,883615660584267031,0,
7356,786822705529613053,0,
7357,942679052562039485,2,5.0
7358,992416106480861557,148,4.95
7359,999098404006366456,38,4.89
7360,699657659887824730,6,4.83
7361,1587385892783829696,0,
7362,1617838550674440939,0,
7363,1016363851359031124,14,4.5
7364,1328056975002585337,9,5.0
7365,1700733132680842051,0,
7366,1574603211018603173,0,
7367,939589227675675674,43,4.84
7368,1587027439552382000,3,5.0
7369,1437554335732350987,73,4.93
7370,42696756,0,
7371,1521540792865760701,0,
7372,1584409614018531238,0,
7373,930958550515381667,58,4.81
7374,35321060,0,
7375,8654051,390,4.81
7376,1532534275904133678,4,5.0
7377,1278974407032021216,4,4.5
7378,1647631470129409248,0,
7379,1443519712460996746,9,4.89
7380,1583204068089057903,0,
7381,1386560076987055320,0,
7382,759993716003954181,8,4.5
7383,1555443218342424668,1,5.0
7384,1616609291715568483,0,
7385,1425222643729533820,0,
7386,1713457929092287737,0,
7387,1681641732812926875,0,
7388,1329224400252111928,1,5.0
7389,39097136,3,4.33
7390,1503594080309834215,24,4.88
7391,15780308,32,4.84
7392,1679585136759608566,0,
7393,1686259417785593457,0,
7394,35474541,5,4.6
7395,38159457,0,
7396,698847560695796817,148,4.85
7397,580127301462534228,1,5.0
7398,33558757,7,4.71
7399,1438187777441685744,2,5.0
7400,6159231,111,4.94
7401,1550362019784308489,2,5.0
7402,1316673369039100894,1,4.0
7403,32620162,12,4.42
7404,47927742,63,4.68
7405,1396162256981161736,17,4.35
7406,1218416405480687368,30,4.83
7407,1585052976791504917,24,4.96
7408,1204914451839174652,13,4.92
7409,1098316098773864932,7,4.57
7410,1080093943477317433,86,4.97
7411,5950270,0,
7412,33199204,19,4.74
7413,14459513,257,4.87
7414,1585926604455564001,2,5.0
7415,1514975340683490722,2,5.0
7416,1286631258731131841,12,4.92
7417,1223633178056542864,0,
7418,859169885510509749,0,
7419,10369618,0,
7420,12181659,0,
7421,9220439,0,
7422,12181773,0,
7423,12577671,103,4.79
7424,15248030,6,4.67
7425,852885234101100265,0,
7426,812070508266677432,2,4.0
7427,19418814,0,
7428,39552210,24,4.63
7429,20238171,3,5.0
7430,28598078,0,
7431,1367965586234855061,2,5.0
7432,1605833113538676206,0,
7433,1660250714908875414,0,
7434,1568411138858450867,0,
7435,1203387300910027943,0,
7436,944453224210456235,1,4.0
7437,7055114,5,4.4
7438,1603021938691778154,3,5.0
7439,2175246,0,
7440,1603517398241211971,2,5.0
7441,33567204,0,
7442,1231636209318777270,2,4.0
7443,1619629159655921601,0,
7444,31593449,3,5.0
7445,1325775045933506489,0,
7446,917948060098438426,0,
7447,45419357,73,4.36
7448,1339110730891226497,0,
7449,1622163397583472554,0,
7450,1641835496853172511,1,5.0
7451,30910244,37,4.76
7452,1637459804674971758,0,
7453,1615116999013508236,2,5.0
7454,1630221141971082093,0,
7455,1687815883909462130,0,
7456,1361435667589370710,0,
7457,1396911992873343296,1,5.0
7458,972928178679817350,0,
7459,1615826733588879361,4,4.75
7460,1140951460671372019,27,4.96
7461,1394457526774415047,2,5.0
7462,1443258696274885546,6,4.5
7463,1655405961102876173,0,
7464,1698461749560080181,0,
7465,43607451,2,4.5
7466,773774291230278652,2,5.0
7467,742693,5,5.0
7468,27315458,1,1.0
7469,24303892,2,4.5
7470,42030571,15,4.8
7471,917125416588202819,4,3.5
7472,875970046591442281,161,4.98
7473,1323653217451436685,0,
7474,1693298318086993529,0,
7475,1299032941838108329,5,5.0
7476,976023631535535387,0,
7477,4080470,205,4.57
7478,1234504453515730942,70,4.96
7479,1687488339383354940,0,
7480,23895499,28,4.46
7481,35724325,10,4.8
7482,1215975988865078104,2,5.0
7483,1611266691511676190,2,5.0
7484,1676639210183583404,0,
7485,1216587679072312695,15,4.53
7486,35014186,74,4.8
7487,29967084,7,3.86
7488,1226491625182796767,0,
7489,1490996189524654410,1,5.0
7490,1524276550306112325,0,
7491,1683422124270123511,0,
7492,1474310052652885220,8,5.0
7493,1561089271511768521,0,
7494,1459832198506570005,42,4.62
7495,976487257107413315,0,
7496,1173654737096929017,0,
7497,24486806,2,5.0
7498,1310661220134080346,3,5.0
7499,1579424801140660320,1,4.0
7500,1571584541046825019,0,
7501,1659994188279613133,0,
7502,1451419448417958463,0,
7503,1467132120523740615,17,4.76
7504,25432174,3,4.33
7505,31107096,120,4.66
7506,1328345139428794146,36,4.86
7507,19166411,28,4.79
7508,746988254939644875,12,4.67
7509,1418666173868997344,0,
7510,1597661532677750377,0,
7511,20418242,37,4.97
7512,954861819886647790,14,4.86
7513,644775452146850869,79,4.8
7514,1627987634174113605,0,
7515,1670160421229315619,2,5.0
7516,1262353963985285225,31,4.97
7517,20840686,10,4.89
7518,28443821,149,4.91
7519,1387676997958215135,30,4.87
7520,1715796896833056148,0,
7521,1642096142334924710,2,5.0
7522,1264315927267904260,59,4.98
7523,1670072881414304848,1,5.0
7524,49453096,15,4.6
7525,1647795501445974426,0,
7526,1557817994506079839,0,
7527,1314255619061434142,1,4.0
7528,726555865659194592,215,4.71
7529,812824051032787016,71,4.89
7530,1388358857658064257,32,4.63
7531,1655745909649203833,0,
7532,1688847116066510282,0,
7533,1378982928628022127,0,
7534,1429033588419107682,0,
7535,31228117,10,5.0
7536,1717240735754946241,0,
7537,23907411,67,4.52
7538,1454182115949263701,37,4.84
7539,1584008321867750412,0,
7540,1080744177258641734,13,5.0
7541,1503444077037589973,1,1.0
7542,1133095198820066510,9,4.44
7543,1185474000725426752,111,4.97
7544,37119857,54,4.5
7545,1317860715806052054,4,5.0
7546,1696335129979385383,0,
7547,1476801495941795186,60,4.88
7548,1579769906087323386,0,
7549,1228183039413619760,27,4.85
7550,1298488390366184897,0,
7551,1550763931524373684,1,4.0
7552,1666383959493555613,1,3.0
7553,32554202,8,4.5
7554,1563040128687918920,0,
7555,1445701667354191356,3,4.67
7556,42027488,0,
7557,1632441178949162575,0,
7558,10264791,1,5.0
7559,8526904,53,4.68
7560,1589833268366934973,0,
7561,1649988098918870132,1,5.0
7562,1655773587100918228,0,
7563,1446717901575948787,0,
7564,29356963,107,4.14
7565,1573867656213081601,0,
7566,1283394162292612862,2,4.0
7567,1630173505242378777,0,
7568,1646238112978432717,0,
7569,601180547069970093,23,4.91
7570,1549242176372421056,0,
7571,1606229234973584480,26,5.0
7572,1667954718473579984,1,2.0
7573,1173666112117620841,0,
7574,1277570766533731473,2,5.0
7575,886167119478201158,40,4.85
7576,16967611,183,4.91
7577,47015682,1,5.0
7578,1156437155746094810,28,4.39
7579,24287691,30,4.3
7580,1434447073985958659,1,1.0
7581,1451461811196568785,0,
7582,1329459735234578417,0,
7583,34102624,2,5.0
7584,32857140,0,
7585,34290872,6,4.67
7586,37180302,2,5.0
7587,34820424,5,5.0
7588,1453542052574686987,4,5.0
7589,1554740954055184363,0,
7590,39638898,0,
7591,39784066,0,
7592,39855975,3,5.0
7593,7055005,11,4.36
7594,38038744,0,
7595,1097556559319703186,0,
7596,1291720146528235014,0,
7597,1031699530613467206,16,4.56
7598,1695380484815940666,0,
7599,1378101024803449024,0,
7600,40446442,2,3.0
7601,710358587178882811,21,4.71
7602,41285037,0,
7603,1419996402664438204,0,
7604,1715691621079565343,0,
7605,35759537,80,4.59
7606,50532301,0,
7607,1362232293543491583,0,
7608,1325316426125352482,0,
7609,1493940612367888062,0,
7610,48021354,0,
7611,48033246,0,
7612,48033808,0,
7613,54008288,2,5.0
7614,1489549915816268436,0,
7615,5377794,12,4.83
7616,1249995419484586147,1,5.0
7617,26264275,76,4.75
7618,1228158285409277534,2,5.0
7619,1580392298976557008,5,4.0
7620,16260317,1,4.0
7621,547488765355448040,0,
7622,575833193163724252,10,4.6
7623,1382214247701709656,0,
7624,17753569,1,5.0
7625,594505017288660955,24,4.88
7626,1571606675645450724,0,
7627,4779271,8,4.88
7628,933188022002804298,1,4.0
7629,1458599348491291145,0,
7630,42112348,212,4.78
7631,1206457397799403127,69,4.78
7632,938078811135384799,104,4.93
7633,1480553946238519033,36,4.81
7634,5007513,17,4.82
7635,1618877713047019659,9,4.89
7636,1579446911995283445,0,
7637,5994999,10,4.8
7638,16449811,32,4.75
7639,1277892346440751193,43,4.86
7640,1661648666206335635,4,5.0
7641,4753611,19,4.58
7642,1114462694344081873,83,4.87
7643,1554983025052836616,0,
7644,1576959370725408074,0,
7645,1373243789578645992,31,4.71
7646,19074182,0,
7647,1261513238499914103,0,
7648,1626069090365273653,1,5.0
7649,1405051551170632061,58,4.81
7650,4867283,285,4.31
7651,1661602663798713319,1,5.0
7652,1395618093142032631,6,5.0
7653,1490251295596377676,12,4.92
7654,1716880942295773136,0,
7655,1599829770649588540,2,5.0
7656,1564384847842694467,4,5.0
7657,6081478,0,
7658,1715157094936800713,0,
7659,38221360,71,4.59
7660,1115894236993743989,2,5.0
7661,5185275,15,4.67
7662,1321479638611455836,114,4.81
7663,1628201132255380719,1,5.0
7664,1376450230026483208,1,5.0
7665,729211587643636769,22,4.23
7666,1623940020730659726,1,2.0
7667,1551200017704461807,24,5.0
7668,30247418,0,
7669,919816612130536657,0,
7670,23864014,0,
7671,1183748743760349502,0,
7672,19985067,0,
7673,1614559128982747309,0,
7674,818591568471126829,398,4.71
7675,1643288819580628423,2,5.0
7676,32806190,3,3.67
7677,15107441,0,
7678,1599865908898830740,1,5.0
7679,1257632340978375301,3,5.0
7680,746736255180017478,18,4.67
7681,588025998087852147,11,4.36
7682,620973326841930755,21,4.86
7683,1151284817801334899,7,5.0
7684,1068524656738837000,64,4.69
7685,1191796591421523242,3,4.67
7686,1582488557278381778,4,5.0
7687,1592697738297435740,0,
7688,1281634198850047913,1,1.0
7689,1593561307407916742,0,
7690,1280429493773875182,21,4.71
7691,1662283334878099428,0,
7692,1111416191733402581,0,
7693,1515956040823060721,1,5.0
7694,1320671962947093991,26,5.0
7695,1284617210510085199,2,3.5
7696,12347787,0,
7697,1459256815905473732,0,
7698,14542513,7,4.0
7699,2454945,4,4.67
7700,806221508138687276,1,5.0
7701,16670935,48,4.85
7702,1278629023215950004,0,
7703,1119553764378206167,1,1.0
7704,1136728980357089016,7,4.29
7705,1501255271483027685,7,4.71
7706,32271812,1,5.0
7707,31005910,21,4.67
7708,10125869,0,
7709,1187607989377656243,3,4.33
7710,6584716,13,4.54
7711,1331680952925340711,0,
7712,1452739607304659270,0,
7713,1367452208339398388,0,
7714,1042314667869030984,4,5.0
7715,1557090183293814668,5,4.8
7716,1276731738979387178,0,
7717,1642713051207349417,7,5.0
7718,1631215397053331820,0,
7719,1450699523538258111,0,
7720,1681623101668611324,0,
7721,1629733284385624878,0,
7722,1715008015640095144,0,
7723,29966702,1,5.0
7724,972371060885681013,1,4.0
7725,919330973172423654,0,
7726,1687557792283606669,0,
7727,1380817804487345946,52,4.92
7728,42698330,0,
7729,1597595690858437365,0,
7730,1711446396715415241,0,
7731,33053413,0,
7732,1709090801338692879,0,
7733,780653437352149033,0,
7734,34797271,2,2.0
7735,1362816029111124600,0,
7736,1622340730155075823,0,
7737,1584635432987945063,0,
7738,1715161812330847402,0,
7739,643732321363856511,56,4.59
7740,1596790898681047270,0,
7741,1120750310554629001,0,
7742,1576057432011166916,0,
7743,1217125946470584206,0,
7744,5520389,44,4.7
7745,1702986692999184857,0,
7746,25463870,200,4.82
7747,31182015,564,4.59
7748,40334795,87,4.46
7749,1061907099755713430,2,5.0
7750,1154151061279482853,0,
7751,32251879,349,4.9
7752,43429963,105,4.87
7753,1402667919284759076,0,
7754,870851975218161868,14,4.79
7755,39593830,6,4.5
7756,39563410,8,4.5
7757,1605621788949909912,3,5.0
7758,1585912954617915660,0,
7759,1231007245133250879,48,4.85
7760,1472941522863483571,0,
7761,939150408619208080,0,
7762,53698448,155,4.86
7763,1687699301686087006,0,
7764,32346516,35,4.6
7765,932174681450317548,34,4.65
7766,1277332341783110419,5,3.0
7767,1602955629718820899,2,5.0
7768,1221418840721727902,5,5.0
7769,1272543314981926087,1,3.0
7770,1144637108184819237,1,5.0
7771,1690343908872088739,0,
7772,1428369044910720364,0,
7773,1512114332396560749,11,4.55
7774,1402704475515486810,0,
7775,1411556110421928977,2,3.0
7776,1004350381398923594,0,
7777,1592882157013148440,0,
7778,1675261881747028283,0,
7779,1559981840379358215,0,
7780,1449245707210933842,12,4.92
7781,676569674980143312,11,4.45
7782,1323672502234601166,1,5.0
7783,1340470782140925516,0,
7784,1386026454600615266,0,
7785,1478794271595575442,1,3.0
7786,1590365063903418633,0,
7787,41223829,0,
7788,1669604816301402755,2,1.5
7789,1590395541479601006,0,
7790,1501389299668959798,1,5.0
7791,1591221976164373250,0,
7792,1664306493165998334,0,
7793,939548468317624607,169,4.91
7794,1451511005188983307,0,
7795,1049681480078278284,171,4.7
7796,1090297412181327485,71,4.86
7797,1540863985355525224,0,
7798,664137918593840826,4,4.5
7799,1304205983419932312,10,4.7
7800,1651376372082721846,0,
7801,13135856,58,4.81
7802,1304076602838259974,15,5.0
7803,1483261729228797305,24,4.88
7804,1533395978540378871,4,4.0
7805,1096965547163785380,0,
7806,1556372341012035321,0,
7807,1327591140047913389,38,4.84
7808,1178583518118368125,0,
7809,1314356344056058733,8,5.0
7810,1700651227452903435,0,
7811,1655765759897915909,1,5.0
7812,1542054877278649938,1,5.0
7813,1519406003522829761,7,4.86
7814,1639318173040278083,2,4.5
7815,12687676,0,
7816,1227445683573947803,8,4.5
7817,1328748507262168760,16,4.69
7818,1357685294814532083,1,5.0
7819,34933660,29,4.48
7820,1475127430211276038,19,4.84
7821,1576855725709323733,2,5.0
7822,1334716426504063358,0,
7823,1059279937076264596,35,4.86
7824,1372425783966606187,3,5.0
7825,35812105,16,4.44
7826,1633913294381578162,5,5.0
7827,1655741076034703252,0,
7828,1502266243603317281,20,4.9
7829,1667867340370159907,0,
7830,857643316671861130,8,4.88
7831,32021470,207,4.91
7832,1147415881122830978,0,
7833,16512533,44,4.93
7834,1546384922464974802,0,
7835,1391653738640381711,1,5.0
7836,1416547545354261121,5,5.0
7837,1578604557832294651,2,4.0
7838,1291381055112037326,11,5.0
7839,11784994,90,4.92
7840,1395739021996643830,3,5.0
7841,1459266433602259974,1,5.0
7842,1479697442961858260,4,5.0
7843,1475921699562986258,0,
7844,1478564084801326446,0,
7845,26080024,0,
7846,1420794139014669251,2,4.5
7847,926337928016518729,1,3.0
7848,1391647777560973931,0,
7849,801317974970107638,107,4.82
7850,7887684,216,4.97
7851,33979538,19,4.95
7852,1346267662378551611,0,
7853,1490323684833098048,34,4.85
7854,1447041082789654352,0,
7855,1095271493105203448,7,5.0
7856,1420113772155654140,4,5.0
7857,1218930334371247134,0,
7858,1669589411006318827,0,
7859,883777611258384358,1,4.0
7860,1288331680450461361,2,5.0
7861,1447051596682054683,0,
7862,1489705191383258711,0,
7863,1491690479592981525,4,5.0
7864,1447063448890789546,0,
7865,679212573063258531,0,
7866,1380572004412251105,0,
7867,1418878706509988902,41,4.85
7868,1191711552873167822,59,4.92
7869,1454390057437737524,0,
7870,1046846666289601292,26,4.73
7871,957723561828168515,0,
7872,1454382108475005628,0,
7873,1041169958103203958,0,
7874,1447046762501551673,0,
7875,1716864325642504926,0,
7876,1491696391337728445,3,5.0
7877,890936274143849122,18,4.67
7878,1472071262250655261,30,4.83
7879,1506903859946265557,0,
7880,649800625483344579,1,4.0
7881,1355228470249999550,0,
7882,41052326,4,3.5
7883,1491431783183624427,2,5.0
7884,52096135,33,4.33
7885,1325161513945080738,15,4.93
7886,918590729581499285,3,4.67
7887,1051010101907984220,0,
7888,1521718405573889402,0,
7889,1152163232646028774,53,4.83
7890,1152097304903272930,8,4.0
7891,1382371174847277669,2,4.5
7892,1364837034876827169,0,
7893,955739127457489281,24,4.67
7894,1468616115198017619,0,
7895,1664185929215067840,0,
7896,1584967582504428959,0,
7897,1130481389449864823,2,3.5
7898,1657653328774186381,0,
7899,1629748572351006701,5,5.0
7900,1386094337160801738,0,
7901,42344665,41,4.78
7902,1441990808543677126,0,
7903,1517068025015334596,1,5.0
7904,1459670764925673687,4,5.0
7905,39034956,2,5.0
7906,1391576975368236155,0,
7907,1441989460381212172,0,
7908,1424248601322683525,6,3.17
7909,1443442923149970383,1,4.0
7910,1391585346967458540,0,
7911,1121607599606603865,9,5.0
7912,803439397651104576,48,4.65
7913,1558399313991517829,0,
7914,1323966263253486712,0,
7915,1551475503536361948,0,
7916,737655654435727002,19,4.95
7917,894574774702963493,4,5.0
7918,42060938,49,4.29
7919,1461500291099212757,0,
7920,1411267250758872090,0,
7921,1565974815634318889,13,5.0
7922,9344041,136,4.7
7923,1463191959837661324,3,5.0
7924,1629749616151019496,0,
7925,1463593295895251072,1,1.0
7926,1292876736049264256,7,5.0
7927,1626624136622776589,6,4.67
7928,1174339583571831687,24,4.71
7929,42061301,21,4.43
7930,1371404772700066394,0,
7931,846713085670176602,8,4.88
7932,1619925580664238198,2,5.0
7933,1648373016343489762,0,
7934,1094626235471295031,58,4.86
7935,1459466334870112236,0,
7936,1391551247277420495,0,
7937,1679679471551186513,0,
7938,1430751072986910879,0,
7939,1607897516820557767,0,
7940,1647835013564069433,1,5.0
7941,866300736967181520,66,4.74
7942,33167345,95,4.97
7943,941781989066736584,0,
7944,1646837520364892370,0,
7945,1643976705007488377,0,
7946,1702850163042776052,0,
7947,40623618,6,5.0
7948,1203598861452617892,0,
7949,1597646944016268478,0,
7950,1631997478856262149,0,
7951,1686859713525121624,0,
7952,1647641335481066867,0,
7953,627594657550517284,12,4.75
7954,1463802091635448665,16,4.88
7955,1570162767292843300,0,
7956,1270861687359391817,38,4.95
7957,1220058111155008250,21,4.9
7958,1331648990908958333,1,5.0
7959,8457568,42,4.95
7960,1468492237380404589,0,
7961,823852817938025889,24,4.83
7962,1378088944340554159,5,5.0
7963,25185474,2,2.5
7964,1362801444137713563,4,5.0
7965,1206171594409589305,45,4.91
7966,169514,0,
7967,33461844,84,4.77
7968,296960,56,4.9
7969,52520131,7,4.57
7970,1543447216263353548,2,5.0
7971,1702597219062180155,0,
7972,1360337382296785929,3,5.0
7973,1552179664629210639,6,4.0
7974,1420337975466347860,0,
7975,1564179737666496374,0,
7976,39498058,53,4.92
7977,384924,99,4.92
7978,939422002188890105,120,4.91
7979,857698946841151285,7,5.0
7980,22368365,114,4.96
7981,1243270017582534384,16,3.63
7982,1268644198685216415,1,4.0
7983,1221382815011457519,38,4.87
7984,949496303552559907,132,4.82
7985,927284792676046030,5,5.0
7986,40324695,90,4.4
7987,786547998085443691,8,4.38
7988,826465198227694188,27,4.59
7989,873637608081778659,5,4.6
7990,1597725052105511239,0,
7991,1642776419934636746,3,5.0
7992,1478985682947003824,4,5.0
7993,1557865592552302517,0,
7994,38273156,0,
7995,29602527,0,
7996,430706,8,5.0
7997,940256573350617911,164,4.9
7998,617946468138187138,80,4.75
7999,1649146348024940966,0,
8000,1469625501712757878,0,
8001,846216857009678096,40,4.8
8002,1243280729470751242,1,4.0
8003,1299754842285495219,0,
8004,1446423982578362091,0,
8005,931102859509902956,0,
8006,851100685865176987,2,5.0
8007,1430187442880420387,0,
8008,1501077162009886761,12,4.58
8009,27476246,101,4.77
8010,1096712109551697477,29,4.66
8011,897382281017730052,1,1.0
8012,1651356424804632360,2,3.5
8013,1437006511153599966,0,
8014,1582324721565873303,0,
8015,1673157036598918792,0,
8016,1047703735825144039,46,4.76
8017,32501822,156,4.85
8018,1637008870091141926,0,
8019,983675323816832859,17,4.94
8020,10575834,10,4.5
8021,1568589424645705764,8,4.75
8022,1647809279675733465,3,5.0
8023,1635385119025051490,0,
8024,1636156765343790806,0,
8025,1321632469906447324,0,
8026,1420100660480786499,0,
8027,1411421427611874096,4,3.5
8028,3611516,289,4.83
8029,1660699644302173253,0,
8030,1573057905253111038,0,
8031,1326649477129757311,0,
8032,1294966419596776106,0,
8033,1573078392856892543,1,5.0
8034,893347944833130332,2,4.0
8035,1698511395524579041,0,
8036,1573185685390888022,0,
8037,1571139074691540735,0,
8038,53370941,0,
8039,1576080100101554840,0,
8040,9637430,0,
8041,1528618167882915780,0,
8042,1655769191035700980,0,
8043,1716423333418423879,0,
8044,1576651509969663402,0,
8045,1686708748385110698,0,
8046,1630237589601427639,0,
8047,1329282513004456242,0,
8048,1642752189617456720,2,4.0
8049,695884672584206115,18,4.61
8050,33595242,37,4.43
8051,993162094375285932,0,
8052,1199317730800520216,0,
8053,1040464018991560839,0,
8054,1458141678030842111,1,5.0
8055,1311411144531777147,18,4.94
8056,1187424643492386271,0,
8057,1366029938582930056,0,
8058,1028686855950959349,0,
8059,1582813621063235189,0,
8060,929877768587721415,1,1.0
8061,965858370644880155,8,4.38
8062,1025041507038530789,0,
8063,857208174046746716,18,4.56
8064,1649819718972158214,0,
8065,1298474785244669802,8,4.63
8066,1331727198330276343,0,
8067,1584563462918830645,0,
8068,1689639665701629928,0,
8069,778649258464433986,17,4.82
8070,1589575428025029224,0,
8071,1407896547303196979,1,5.0
8072,1215117742615889281,1,4.0
8073,1081476228829542090,31,4.71
8074,1592636083854295736,0,
8075,41633822,17,4.76
8076,1675917399085385368,0,
8077,1459134721834606873,0,
8078,54370322,9,4.89
8079,1429754155461956840,16,4.13
8080,1330336512325931739,1,1.0
8081,37134956,15,4.73
8082,1005349973299955725,13,4.0
8083,1378588420181573283,0,
8084,1708675214587241069,0,
8085,1624250623035014748,0,
8086,766544826936435381,4,3.75
8087,1591154438762306365,3,5.0
8088,19190036,4,5.0
8089,708981343474518466,0,
8090,1632583466759908348,5,5.0
8091,1135424753085609222,1,5.0
8092,1593181144548726850,0,
8093,798262562414173897,0,
8094,1701327075155694304,0,
8095,42747942,0,
8096,1573199514771899697,0,
8097,1279334547012892061,0,
8098,1596233034617263057,1,5.0
8099,1241789665394199505,8,4.38
8100,1612395129782469851,2,5.0
8101,1446841450495698413,0,
8102,1182997670004323355,27,4.52
8103,22585252,0,
8104,1010439487657345266,2,5.0
8105,1597029829366501415,12,4.92
8106,1714304035521627414,0,
8107,1587749554482928206,4,4.5
8108,1636937168729497090,0,
8109,1506446398206961523,8,4.38
8110,1438179953456656924,15,5.0
8111,1476825439614972116,20,4.95
8112,1604979732746662425,3,5.0
8113,1710874125987558883,0,
8114,1166391414809459724,4,3.75
8115,1653373890164263302,1,4.0
8116,1302909634582043815,10,4.8
8117,31127301,18,4.89
8118,1205812848206226467,17,5.0
8119,1380106167094185532,22,4.77
8120,1235155866593818027,9,4.89
8121,1338947916465826540,1,5.0
8122,822909298548180051,0,
8123,25473006,215,4.41
8124,1690427217519741925,0,
8125,1236004250413133693,5,4.4
8126,1471526134135432318,0,
8127,1391830475161303028,12,4.75
8128,1611355416614239620,0,
8129,1593964282515877060,6,4.83
8130,1400011033062614335,19,5.0
8131,1304122915362414215,77,4.92
8132,1219946269795337585,14,4.57
8133,14603725,2,4.5
8134,1642603119948800394,10,4.7
8135,1395726935526126187,53,4.91
8136,1315823578133657061,31,4.77
8137,847500704325010586,37,4.38
8138,1667142288678908282,5,4.8
8139,1390383575063256236,1,4.0
8140,1610736811195360080,1,5.0
8141,1611349164527168818,0,
8142,1179979375224105834,14,4.93
8143,777101928710988634,14,4.71
8144,1437478498409225696,1,5.0
8145,1543521675499820852,1,4.0
8146,725688675484228649,162,4.93
8147,1273655619251840177,7,5.0
8148,1613619525815656645,2,5.0
8149,1404370728528885846,24,5.0
8150,995518512811401519,14,4.93
8151,813721126683538771,65,4.95
8152,1381481620984932601,3,4.0
8153,1607149189512359546,1,5.0
8154,1516583898539703956,3,5.0
8155,1607778720666132903,0,
8156,22645841,3,5.0
8157,1615660321370482799,0,
8158,23402126,9,4.44
8159,1588025017177062940,0,
8160,767644763230714771,6,4.83
8161,1121699583300550220,2,4.5
8162,1639103282520395802,1,5.0
8163,1205802612034391330,7,5.0
8164,1007150128777800106,10,4.6
8165,1675774470259233393,1,5.0
8166,1018722883079819689,102,4.8
8167,1412042991483475238,24,4.54
8168,34863133,276,4.72
8169,749170519830857280,68,4.87
8170,33047916,243,4.84
8171,23068875,98,4.77
8172,802867941047077928,151,4.92
8173,972151647348471901,0,
8174,1400512995242323194,42,4.6
8175,1388981622684265761,0,
8176,1714552866084314780,0,
8177,20792684,0,
8178,1609147753229838759,2,3.0
8179,1069909743362008193,2,5.0
8180,1229661948574857735,19,4.84
8181,1635353801756751172,1,5.0
8182,1618736526533752524,0,
8183,1504354389710993171,2,5.0
8184,1090243067725999546,17,5.0
8185,8818555,2,5.0
8186,1135187535572472835,1,3.0
8187,1305626930080568847,28,4.75
8188,1048956987630104242,1,5.0
8189,1247052064416085806,50,4.86
8190,1669425707353257949,15,4.93
8191,834602894203927574,6,5.0
8192,883765654937356251,0,
8193,883790004673096311,0,
8194,1273970020542419522,2,5.0
8195,1669477338000275557,9,4.78
8196,1582729861967707587,0,
8197,882354214171117847,0,
8198,1431327564456626512,1,5.0
8199,19354113,0,
8200,1399385287798772094,5,4.8
8201,9668822,8,4.25
8202,10342924,0,
8203,11231202,49,4.82
8204,1669471264970990661,4,4.75
8205,929364804497828940,10,4.6
8206,1553204646793702567,3,4.0
8207,16976265,12,4.67
8208,1685898761110206154,0,
8209,1612097204484885857,0,
8210,1174285902739341525,74,4.68
8211,1433347457996830548,11,4.91
8212,54066597,19,4.47
8213,22895065,60,4.78
8214,1072271343113413127,1,5.0
8215,1926489,0,
8216,1436888860955214517,8,4.88
8217,1649218503465364856,0,
8218,925456589291661144,38,4.97
8219,1461579742004504939,2,5.0
8220,942376988956620474,2,3.0
8221,1633136050183215820,0,
8222,1135806546325004615,20,4.85
8223,1267930781540348931,2,4.5
8224,1197502379060813730,1,3.0
8225,18276024,4,4.0
8226,1401225360282215036,0,
8227,1516694168290855394,0,
8228,1166012631903004379,0,
8229,1588015840961592035,2,5.0
8230,1717327938054140141,0,
8231,1069455621670349145,136,4.95
8232,861500001675128757,0,
8233,1101266179810179745,2,4.5
8234,653241282047183262,8,4.88
8235,25982098,77,4.81
8236,4687288,119,4.92
8237,50567732,15,4.93
8238,1552650116657258148,1,5.0
8239,1301414193767134544,1,5.0
8240,1411415854844689404,0,
8241,1040396865532426200,0,
8242,32428205,5,5.0
8243,1330350334779544431,0,
8244,1328274042214001579,4,5.0
8245,1583071018129712452,1,5.0
8246,2077825,0,
8247,32245945,3,4.33
8248,927930073756546336,80,4.91
8249,1109878963865870392,0,
8250,1194813980643451374,162,4.91
8251,1348135273520855794,2,5.0
8252,1628917855526664546,0,
8253,1116630954175059134,0,
8254,1707957024354228909,0,
8255,28952911,34,4.97
8256,1234711429465143089,0,
8257,1126217029951803703,1,5.0
8258,1365733934142655277,6,4.67
8259,43749896,0,
8260,1618824367466900779,0,
8261,759998899669218328,2,4.0
8262,1626583040544638697,0,
8263,1471690846185781061,0,
8264,956458815410388283,0,
8265,1075720497089570266,2,5.0
8266,22996329,223,4.82
8267,1692443821740118378,0,
8268,1130121662917226787,0,
8269,9719938,23,4.48
8270,33258832,8,4.63
8271,1653437866915888574,0,
8272,1355464695906783130,0,
8273,50354861,38,4.95
8274,1595567754888594680,5,4.6
8275,1595596111548775782,0,
8276,1668105609835532078,1,5.0
8277,1683203151878652445,0,
8278,1683201308995507098,0,
8279,1541655954470931473,0,
8280,669895377363646261,55,4.84
8281,1191344525608957767,1,5.0
8282,695394897566168222,18,4.56
8283,1554743329765231908,0,
8284,1320753992153718238,1,5.0
8285,44799826,0,
8286,993902608432167811,3,5.0
8287,1555023936219400183,2,5.0
8288,1048265672165388089,3,5.0
8289,1026451,598,4.81
8290,1614920052596692105,0,
